CODE,CNT,PRICE,CURRENCY
1418,Canada,4.5000,RUR
1437,Canada,4.5000,RUR
1438,Canada,4.5000,RUR
1441,Bermuda,9.1300,RUR
1450,Canada,4.5000,RUR
1473,Grenada,9.1300,RUR
1473403,Grenada Mobile,9.1300,RUR
1473404,Grenada Mobile,9.1300,RUR
1473405,Grenada Mobile,9.1300,RUR
1473406,Grenada Mobile,9.1300,RUR
1473407,Grenada Mobile,9.1300,RUR
1473409,Grenada Mobile,9.1300,RUR
1473410,Grenada Mobile,9.1300,RUR
1473414,Grenada Mobile,9.1300,RUR
1473415,Grenada Mobile,9.1300,RUR
1473416,Grenada Mobile,9.1300,RUR
1473417,Grenada Mobile,9.1300,RUR
1473418,Grenada Mobile,9.1300,RUR
1473419,Grenada Mobile,9.1300,RUR
1473420,Grenada Mobile,9.1300,RUR
1473421,Grenada Mobile,9.1300,RUR
1473422,Grenada Mobile,9.1300,RUR
1473449,Grenada Mobile,9.1300,RUR
1473456,Grenada Mobile,9.1300,RUR
1473457,Grenada Mobile,9.1300,RUR
1473458,Grenada Mobile,9.1300,RUR
1473459,Grenada Mobile,9.1300,RUR
1473533,Grenada Mobile,9.1300,RUR
1473534,Grenada Mobile,9.1300,RUR
1473535,Grenada Mobile,9.1300,RUR
1473536,Grenada Mobile,9.1300,RUR
1473537,Grenada Mobile,9.1300,RUR
1473538,Grenada Mobile,9.1300,RUR
1506,Canada,4.5000,RUR
1514,Canada,4.5000,RUR
1519,Canada,4.5000,RUR
1579,Canada,4.5000,RUR
1604,Canada,4.5000,RUR
1613,Canada,4.5000,RUR
1647,Canada,4.5000,RUR
1649,Turks and Caicos Islands,9.1300,RUR
1649231,Turks and Caicos Island Mobile,9.1300,RUR
1649232,Turks and Caicos Island Mobile,9.1300,RUR
1649241,Turks and Caicos Island Mobile,9.1300,RUR
1649242,Turks and Caicos Island Mobile,9.1300,RUR
1649243,Turks and Caicos Island Mobile,9.1300,RUR
1649244,Turks and Caicos Island Mobile,9.1300,RUR
1649245,Turks and Caicos Island Mobile,9.1300,RUR
1649246,Turks and Caicos Island Mobile,9.1300,RUR
1649247,Turks and Caicos Island Mobile,9.1300,RUR
1649331,Turks and Caicos Island Mobile,9.1300,RUR
1649332,Turks and Caicos Island Mobile,9.1300,RUR
1649333,Turks and Caicos Island Mobile,9.1300,RUR
1649341,Turks and Caicos Island Mobile,9.1300,RUR
1649342,Turks and Caicos Island Mobile,9.1300,RUR
1649343,Turks and Caicos Island Mobile,9.1300,RUR
1649344,Turks and Caicos Island Mobile,9.1300,RUR
1649345,Turks and Caicos Island Mobile,9.1300,RUR
1649431,Turks and Caicos Island Mobile,9.1300,RUR
1649432,Turks and Caicos Island Mobile,9.1300,RUR
1649441,Turks and Caicos Island Mobile,9.1300,RUR
1649442,Turks and Caicos Island Mobile,9.1300,RUR
1664,Montserrat,9.1300,RUR
1664349,Montserrat,9.1300,RUR
1664492,Montserrat,9.1300,RUR
1664493,Montserrat,9.1300,RUR
1664495,Montserrat,9.1300,RUR
1664496,Montserrat,9.1300,RUR
1670,Northern Marianas,9.1300,RUR
1671,Guam,9.1300,RUR
1684,American Samoa,9.1300,RUR
1705,Canada,4.5000,RUR
1709,Canada,4.5000,RUR
1758,St Lucia,9.1300,RUR
1758284,St Lucia Mobile,9.1300,RUR
1758285,St Lucia Mobile,9.1300,RUR
1758286,St Lucia Mobile,9.1300,RUR
1758287,St Lucia Mobile,9.1300,RUR
1758384,St Lucia Mobile,9.1300,RUR
1758460,St Lucia Mobile,9.1300,RUR
1758461,St Lucia Mobile,9.1300,RUR
1758482,St Lucia Mobile,9.1300,RUR
1758484,St Lucia Mobile,9.1300,RUR
1758485,St Lucia Mobile,9.1300,RUR
1758486,St Lucia Mobile,9.1300,RUR
1758487,St Lucia Mobile,9.1300,RUR
1758488,St Lucia Mobile,9.1300,RUR
1758489,St Lucia Mobile,9.1300,RUR
1758518,St Lucia Mobile,9.1300,RUR
1758519,St Lucia Mobile,9.1300,RUR
1758520,St Lucia Mobile,9.1300,RUR
1758584,St Lucia Mobile,9.1300,RUR
1758712,St Lucia Mobile,9.1300,RUR
1758713,St Lucia Mobile,9.1300,RUR
1758714,St Lucia Mobile,9.1300,RUR
1758715,St Lucia Mobile,9.1300,RUR
1758716,St Lucia Mobile,9.1300,RUR
1758717,St Lucia Mobile,9.1300,RUR
1758718,St Lucia Mobile,9.1300,RUR
1758719,St Lucia Mobile,9.1300,RUR
1767225,Dominica Mobile,9.1300,RUR
1767235,Dominica Mobile,9.1300,RUR
1767245,Dominica Mobile,9.1300,RUR
1767265,Dominica Mobile,9.1300,RUR
1767275,Dominica Mobile,9.1300,RUR
1767276,Dominica Mobile,9.1300,RUR
1767277,Dominica Mobile,9.1300,RUR
1767285,Dominica Mobile,9.1300,RUR
1767295,Dominica Mobile,9.1300,RUR
1767315,Dominica Mobile,9.1300,RUR
1767316,Dominica Mobile,9.1300,RUR
1767317,Dominica Mobile,9.1300,RUR
1767420,Dominica Mobile,9.1300,RUR
1767421,Dominica Mobile,9.1300,RUR
1767611,Dominica Mobile,9.1300,RUR
1767612,Dominica Mobile,9.1300,RUR
1767613,Dominica Mobile,9.1300,RUR
1767614,Dominica Mobile,9.1300,RUR
1767615,Dominica Mobile,9.1300,RUR
1767616,Dominica Mobile,9.1300,RUR
1767617,Dominica Mobile,9.1300,RUR
1778,Canada,4.5000,RUR
1780,Canada,4.5000,RUR
1784430,St Vincent and The Grenadines Mobile,9.1300,RUR
1784431,St Vincent and The Grenadines Mobile,9.1300,RUR
1784432,St Vincent and The Grenadines Mobile,9.1300,RUR
1784433,St Vincent and The Grenadines Mobile,9.1300,RUR
1784434,St Vincent and The Grenadines Mobile,9.1300,RUR
1784435,St Vincent and The Grenadines Mobile,9.1300,RUR
1784454,St Vincent and The Grenadines Mobile,9.1300,RUR
1784455,St Vincent and The Grenadines Mobile,9.1300,RUR
1784491,St Vincent and The Grenadines Mobile,9.1300,RUR
1784492,St Vincent and The Grenadines Mobile,9.1300,RUR
1784493,St Vincent and The Grenadines Mobile,9.1300,RUR
1784494,St Vincent and The Grenadines Mobile,9.1300,RUR
1784495,St Vincent and The Grenadines Mobile,9.1300,RUR
1784496,St Vincent and The Grenadines Mobile,9.1300,RUR
1784497,St Vincent and The Grenadines Mobile,9.1300,RUR
1784498,St Vincent and The Grenadines Mobile,9.1300,RUR
1784526,St Vincent and The Grenadines Mobile,9.1300,RUR
1784527,St Vincent and The Grenadines Mobile,9.1300,RUR
1784528,St Vincent and The Grenadines Mobile,9.1300,RUR
1784529,St Vincent and The Grenadines Mobile,9.1300,RUR
1784530,St Vincent and The Grenadines Mobile,9.1300,RUR
1784531,St Vincent and The Grenadines Mobile,9.1300,RUR
1784532,St Vincent and The Grenadines Mobile,9.1300,RUR
1784533,St Vincent and The Grenadines Mobile,9.1300,RUR
1784593,St Vincent and The Grenadines Mobile,9.1300,RUR
1787,Puerto Rico,4.5000,RUR
1807,Canada,4.5000,RUR
1808,USA,4.5000,RUR
1809,Dominican Republic,9.1300,RUR
1809201,Dominican Republic Mobile,9.1300,RUR
1809203,Dominican Republic Mobile,9.1300,RUR
1809204,Dominican Republic Mobile,9.1300,RUR
1809205,Dominican Republic Mobile,9.1300,RUR
1809206,Dominican Republic Mobile,9.1300,RUR
1809207,Dominican Republic Mobile,9.1300,RUR
1809208,Dominican Republic Mobile,9.1300,RUR
1809209,Dominican Republic Mobile,9.1300,RUR
1809210,Dominican Republic Mobile,9.1300,RUR
1809212,Dominican Republic Mobile,9.1300,RUR
1809214,Dominican Republic Mobile,9.1300,RUR
1809215,Dominican Republic Mobile,9.1300,RUR
1809216,Dominican Republic Mobile,9.1300,RUR
1809217,Dominican Republic Mobile,9.1300,RUR
1809218,Dominican Republic Mobile,9.1300,RUR
1809219,Dominican Republic Mobile,9.1300,RUR
18092223,Dominican Republic Mobile,9.1300,RUR
18092224,Dominican Republic Mobile,9.1300,RUR
18092225,Dominican Republic Mobile,9.1300,RUR
1809223,Dominican Republic Mobile,9.1300,RUR
1809224,Dominican Republic Mobile,9.1300,RUR
1809225,Dominican Republic Mobile,9.1300,RUR
1809228,Dominican Republic Mobile,9.1300,RUR
1809229,Dominican Republic Mobile,9.1300,RUR
1809230,Dominican Republic Mobile,9.1300,RUR
1809232,Dominican Republic Mobile,9.1300,RUR
1809235,Dominican Republic Mobile,9.1300,RUR
18092480,Dominican Republic Mobile,9.1300,RUR
18092482,Dominican Republic Mobile,9.1300,RUR
18092484,Dominican Republic Mobile,9.1300,RUR
18092485,Dominican Republic Mobile,9.1300,RUR
18092486,Dominican Republic Mobile,9.1300,RUR
18092487,Dominican Republic Mobile,9.1300,RUR
18092488,Dominican Republic Mobile,9.1300,RUR
1809249,Dominican Republic Mobile,9.1300,RUR
1809250,Dominican Republic Mobile,9.1300,RUR
1809251,Dominican Republic Mobile,9.1300,RUR
1809252,Dominican Republic Mobile,9.1300,RUR
1809253,Dominican Republic Mobile,9.1300,RUR
1809254,Dominican Republic Mobile,9.1300,RUR
1809256,Dominican Republic Mobile,9.1300,RUR
1809257,Dominican Republic Mobile,9.1300,RUR
1809258,Dominican Republic Mobile,9.1300,RUR
1809259,Dominican Republic Mobile,9.1300,RUR
1809260,Dominican Republic Mobile,9.1300,RUR
1809264,Dominican Republic Mobile,9.1300,RUR
1809265,Dominican Republic Mobile,9.1300,RUR
1809266,Dominican Republic Mobile,9.1300,RUR
1809267,Dominican Republic Mobile,9.1300,RUR
1809268,Dominican Republic Mobile,9.1300,RUR
1809269,Dominican Republic Mobile,9.1300,RUR
1809270,Dominican Republic Mobile,9.1300,RUR
1809271,Dominican Republic Mobile,9.1300,RUR
1809272,Dominican Republic Mobile,9.1300,RUR
1809280,Dominican Republic Mobile,9.1300,RUR
1809281,Dominican Republic Mobile,9.1300,RUR
1809282,Dominican Republic Mobile,9.1300,RUR
1809283,Dominican Republic Mobile,9.1300,RUR
1809284,Dominican Republic Mobile,9.1300,RUR
1809292,Dominican Republic Mobile,9.1300,RUR
1809293,Dominican Republic Mobile,9.1300,RUR
1809297,Dominican Republic Mobile,9.1300,RUR
1809298,Dominican Republic Mobile,9.1300,RUR
1809299,Dominican Republic Mobile,9.1300,RUR
1809301,Dominican Republic Mobile,9.1300,RUR
1809302,Dominican Republic Mobile,9.1300,RUR
1809303,Dominican Republic Mobile,9.1300,RUR
1809304,Dominican Republic Mobile,9.1300,RUR
1809305,Dominican Republic Mobile,9.1300,RUR
1809306,Dominican Republic Mobile,9.1300,RUR
1809307,Dominican Republic Mobile,9.1300,RUR
1809308,Dominican Republic Mobile,9.1300,RUR
1809309,Dominican Republic Mobile,9.1300,RUR
1809310,Dominican Republic Mobile,9.1300,RUR
1809313,Dominican Republic Mobile,9.1300,RUR
1809315,Dominican Republic Mobile,9.1300,RUR
1809316,Dominican Republic Mobile,9.1300,RUR
1809317,Dominican Republic Mobile,9.1300,RUR
1809318,Dominican Republic Mobile,9.1300,RUR
1809319,Dominican Republic Mobile,9.1300,RUR
1809321,Dominican Republic Mobile,9.1300,RUR
1809322,Dominican Republic Mobile,9.1300,RUR
1809323,Dominican Republic Mobile,9.1300,RUR
1809324,Dominican Republic Mobile,9.1300,RUR
1809325,Dominican Republic Mobile,9.1300,RUR
1809326,Dominican Republic Mobile,9.1300,RUR
1809327,Dominican Republic Mobile,9.1300,RUR
1809330,Dominican Republic Mobile,9.1300,RUR
1809340,Dominican Republic Mobile,9.1300,RUR
1809341,Dominican Republic Mobile,9.1300,RUR
1809342,Dominican Republic Mobile,9.1300,RUR
1809343,Dominican Republic Mobile,9.1300,RUR
1809344,Dominican Republic Mobile,9.1300,RUR
1809345,Dominican Republic Mobile,9.1300,RUR
1809348,Dominican Republic Mobile,9.1300,RUR
180935,Dominican Republic Mobile,9.1300,RUR
1809360,Dominican Republic Mobile,9.1300,RUR
1809361,Dominican Republic Mobile,9.1300,RUR
1809366,Dominican Republic Mobile,9.1300,RUR
1809370,Dominican Republic Mobile,9.1300,RUR
1809371,Dominican Republic Mobile,9.1300,RUR
1809374,Dominican Republic Mobile,9.1300,RUR
1809376,Dominican Republic Mobile,9.1300,RUR
1809377,Dominican Republic Mobile,9.1300,RUR
1809383,Dominican Republic Mobile,9.1300,RUR
1809386,Dominican Republic Mobile,9.1300,RUR
1809387,Dominican Republic Mobile,9.1300,RUR
1809389,Dominican Republic Mobile,9.1300,RUR
180939,Dominican Republic Mobile,9.1300,RUR
1809401,Dominican Republic Mobile,9.1300,RUR
1809402,Dominican Republic Mobile,9.1300,RUR
1809403,Dominican Republic Mobile,9.1300,RUR
1809404,Dominican Republic Mobile,9.1300,RUR
1809405,Dominican Republic Mobile,9.1300,RUR
1809406,Dominican Republic Mobile,9.1300,RUR
1809407,Dominican Republic Mobile,9.1300,RUR
1809408,Dominican Republic Mobile,9.1300,RUR
1809409,Dominican Republic Mobile,9.1300,RUR
1809410,Dominican Republic Mobile,9.1300,RUR
1809413,Dominican Republic Mobile,9.1300,RUR
1809415,Dominican Republic Mobile,9.1300,RUR
1809416,Dominican Republic Mobile,9.1300,RUR
1809417,Dominican Republic Mobile,9.1300,RUR
1809418,Dominican Republic Mobile,9.1300,RUR
1809419,Dominican Republic Mobile,9.1300,RUR
1809420,Dominican Republic Mobile,9.1300,RUR
1809421,Dominican Republic Mobile,9.1300,RUR
1809423,Dominican Republic Mobile,9.1300,RUR
1809424,Dominican Republic Mobile,9.1300,RUR
1809425,Dominican Republic Mobile,9.1300,RUR
1809426,Dominican Republic Mobile,9.1300,RUR
1809427,Dominican Republic Mobile,9.1300,RUR
1809428,Dominican Republic Mobile,9.1300,RUR
1809429,Dominican Republic Mobile,9.1300,RUR
1809430,Dominican Republic Mobile,9.1300,RUR
1809431,Dominican Republic Mobile,9.1300,RUR
1809432,Dominican Republic Mobile,9.1300,RUR
1809433,Dominican Republic Mobile,9.1300,RUR
1809434,Dominican Republic Mobile,9.1300,RUR
1809436,Dominican Republic Mobile,9.1300,RUR
1809437,Dominican Republic Mobile,9.1300,RUR
1809438,Dominican Republic Mobile,9.1300,RUR
1809439,Dominican Republic Mobile,9.1300,RUR
180944,Dominican Republic Mobile,9.1300,RUR
1809451,Dominican Republic Mobile,9.1300,RUR
1809452,Dominican Republic Mobile,9.1300,RUR
1809453,Dominican Republic Mobile,9.1300,RUR
1809454,Dominican Republic Mobile,9.1300,RUR
1809456,Dominican Republic Mobile,9.1300,RUR
1809457,Dominican Republic Mobile,9.1300,RUR
1809458,Dominican Republic Mobile,9.1300,RUR
1809459,Dominican Republic Mobile,9.1300,RUR
1809460,Dominican Republic Mobile,9.1300,RUR
1809461,Dominican Republic Mobile,9.1300,RUR
1809462,Dominican Republic Mobile,9.1300,RUR
1809463,Dominican Republic Mobile,9.1300,RUR
1809464,Dominican Republic Mobile,9.1300,RUR
1809465,Dominican Republic Mobile,9.1300,RUR
1809467,Dominican Republic Mobile,9.1300,RUR
18094701,Dominican Republic Mobile,9.1300,RUR
18094702,Dominican Republic Mobile,9.1300,RUR
18094703,Dominican Republic Mobile,9.1300,RUR
18094704,Dominican Republic Mobile,9.1300,RUR
18094705,Dominican Republic Mobile,9.1300,RUR
18094706,Dominican Republic Mobile,9.1300,RUR
18094707,Dominican Republic Mobile,9.1300,RUR
18094708,Dominican Republic Mobile,9.1300,RUR
1809474,Dominican Republic Mobile,9.1300,RUR
1809477,Dominican Republic Mobile,9.1300,RUR
1809478,Dominican Republic Mobile,9.1300,RUR
1809479,Dominican Republic Mobile,9.1300,RUR
1809480,Dominican Republic Mobile,9.1300,RUR
1809481,Dominican Republic Mobile,9.1300,RUR
1809484,Dominican Republic Mobile,9.1300,RUR
1809485,Dominican Republic Mobile,9.1300,RUR
1809486,Dominican Republic Mobile,9.1300,RUR
1809488,Dominican Republic Mobile,9.1300,RUR
180949,Dominican Republic Mobile,9.1300,RUR
1809501,Dominican Republic Mobile,9.1300,RUR
1809502,Dominican Republic Mobile,9.1300,RUR
1809504,Dominican Republic Mobile,9.1300,RUR
1809505,Dominican Republic Mobile,9.1300,RUR
1809506,Dominican Republic Mobile,9.1300,RUR
1809507,Dominican Republic Mobile,9.1300,RUR
1809509,Dominican Republic Mobile,9.1300,RUR
1809510,Dominican Republic Mobile,9.1300,RUR
1809512,Dominican Republic Mobile,9.1300,RUR
1809513,Dominican Republic Mobile,9.1300,RUR
1809514,Dominican Republic Mobile,9.1300,RUR
1809515,Dominican Republic Mobile,9.1300,RUR
1809516,Dominican Republic Mobile,9.1300,RUR
1809517,Dominican Republic Mobile,9.1300,RUR
1809519,Dominican Republic Mobile,9.1300,RUR
1809520,Dominican Republic Mobile,9.1300,RUR
1809543,Dominican Republic Mobile,9.1300,RUR
1809545,Dominican Republic Mobile,9.1300,RUR
1809546,Dominican Republic Mobile,9.1300,RUR
1809601,Dominican Republic Mobile,9.1300,RUR
1809602,Dominican Republic Mobile,9.1300,RUR
1809603,Dominican Republic Mobile,9.1300,RUR
1809604,Dominican Republic Mobile,9.1300,RUR
1809605,Dominican Republic Mobile,9.1300,RUR
1809606,Dominican Republic Mobile,9.1300,RUR
1809607,Dominican Republic Mobile,9.1300,RUR
1809608,Dominican Republic Mobile,9.1300,RUR
1809609,Dominican Republic Mobile,9.1300,RUR
1809610,Dominican Republic Mobile,9.1300,RUR
1809613,Dominican Republic Mobile,9.1300,RUR
1809614,Dominican Republic Mobile,9.1300,RUR
1809615,Dominican Republic Mobile,9.1300,RUR
1809617,Dominican Republic Mobile,9.1300,RUR
1809618,Dominican Republic Mobile,9.1300,RUR
1809619,Dominican Republic Mobile,9.1300,RUR
1809624,Dominican Republic Mobile,9.1300,RUR
1809627,Dominican Republic Mobile,9.1300,RUR
1809628,Dominican Republic Mobile,9.1300,RUR
1809629,Dominican Republic Mobile,9.1300,RUR
1809630,Dominican Republic Mobile,9.1300,RUR
1809631,Dominican Republic Mobile,9.1300,RUR
1809632,Dominican Republic Mobile,9.1300,RUR
1809634,Dominican Republic Mobile,9.1300,RUR
1809635,Dominican Republic Mobile,9.1300,RUR
1809637,Dominican Republic Mobile,9.1300,RUR
1809639,Dominican Republic Mobile,9.1300,RUR
180964,Dominican Republic Mobile,9.1300,RUR
1809650,Dominican Republic Mobile,9.1300,RUR
1809651,Dominican Republic Mobile,9.1300,RUR
1809652,Dominican Republic Mobile,9.1300,RUR
1809653,Dominican Republic Mobile,9.1300,RUR
1809654,Dominican Republic Mobile,9.1300,RUR
1809656,Dominican Republic Mobile,9.1300,RUR
1809657,Dominican Republic Mobile,9.1300,RUR
1809658,Dominican Republic Mobile,9.1300,RUR
1809659,Dominican Republic Mobile,9.1300,RUR
1809670,Dominican Republic Mobile,9.1300,RUR
1809671,Dominican Republic Mobile,9.1300,RUR
1809672,Dominican Republic Mobile,9.1300,RUR
1809673,Dominican Republic Mobile,9.1300,RUR
1809674,Dominican Republic Mobile,9.1300,RUR
1809675,Dominican Republic Mobile,9.1300,RUR
1809676,Dominican Republic Mobile,9.1300,RUR
1809677,Dominican Republic Mobile,9.1300,RUR
1809678,Dominican Republic Mobile,9.1300,RUR
1809693,Dominican Republic Mobile,9.1300,RUR
1809694,Dominican Republic Mobile,9.1300,RUR
1809696,Dominican Republic Mobile,9.1300,RUR
