CODE,PRICE,CURRENCY
1268725,9.1300,RUR
1268726,9.1300,RUR
1268727,9.1300,RUR
1268728,9.1300,RUR
1268729,9.1300,RUR
1268732,9.1300,RUR
1268734,9.1300,RUR
1268736,9.1300,RUR
1268764,9.1300,RUR
126877,9.1300,RUR
1268770,9.1300,RUR
1268771,9.1300,RUR
1268772,9.1300,RUR
1268773,9.1300,RUR
1268774,9.1300,RUR
1268775,9.1300,RUR
1268776,9.1300,RUR
1268777,9.1300,RUR
1268778,9.1300,RUR
1268779,9.1300,RUR
126878,9.1300,RUR
1268780,9.1300,RUR
1268781,9.1300,RUR
1268782,9.1300,RUR
1268783,9.1300,RUR
1268784,9.1300,RUR
1268785,9.1300,RUR
1268786,9.1300,RUR
1268787,9.1300,RUR
1268788,9.1300,RUR
1268789,9.1300,RUR
1284,9.1300,RUR
1284300,9.1300,RUR
1284301,9.1300,RUR
1284302,9.1300,RUR
1284303,9.1300,RUR
1284340,9.1300,RUR
1284341,9.1300,RUR
1284342,9.1300,RUR
1284343,9.1300,RUR
1284344,9.1300,RUR
1284345,9.1300,RUR
1284346,9.1300,RUR
1284347,9.1300,RUR
1284441,9.1300,RUR
1284442,9.1300,RUR
1284443,9.1300,RUR
1284444,9.1300,RUR
1284445,9.1300,RUR
1284446,9.1300,RUR
12844689,9.1300,RUR
12844960,9.1300,RUR
12844966,9.1300,RUR
12844967,9.1300,RUR
12844968,9.1300,RUR
12844969,9.1300,RUR
1284499,9.1300,RUR
1284540,9.1300,RUR
1284541,9.1300,RUR
1284542,9.1300,RUR
1284543,9.1300,RUR
1284544,9.1300,RUR
1284545,9.1300,RUR
1284546,9.1300,RUR
1284547,9.1300,RUR
1289,4.5000,RUR
1306,4.5000,RUR
1340,9.1300,RUR
1343,4.5000,RUR
1345,9.1300,RUR
1345220,9.1300,RUR
1345221,9.1300,RUR
1345222,9.1300,RUR
1345223,9.1300,RUR
1345224,9.1300,RUR
1345225,9.1300,RUR
1345226,9.1300,RUR
1345227,9.1300,RUR
1345228,9.1300,RUR
1345229,9.1300,RUR
134523,9.1300,RUR
1345240,9.1300,RUR
1345241,9.1300,RUR
1345242,9.1300,RUR
1345243,9.1300,RUR
1345244,9.1300,RUR
1345245,9.1300,RUR
1345246,9.1300,RUR
1345247,9.1300,RUR
1345248,9.1300,RUR
1345249,9.1300,RUR
1345510,9.1300,RUR
1345511,9.1300,RUR
1345512,9.1300,RUR
1345513,9.1300,RUR
1345514,9.1300,RUR
1345515,9.1300,RUR
1345516,9.1300,RUR
1345517,9.1300,RUR
1345518,9.1300,RUR
1345519,9.1300,RUR
1345520,9.1300,RUR
1345521,9.1300,RUR
1345522,9.1300,RUR
1345523,9.1300,RUR
1345524,9.1300,RUR
1345525,9.1300,RUR
1345526,9.1300,RUR
1345527,9.1300,RUR
1345528,9.1300,RUR
1345529,9.1300,RUR
1345540,9.1300,RUR
1345541,9.1300,RUR
1345542,9.1300,RUR
1345543,9.1300,RUR
1345544,9.1300,RUR
1345545,9.1300,RUR
1345546,9.1300,RUR
1345547,9.1300,RUR
1345548,9.1300,RUR
1345549,9.1300,RUR
1345610,9.1300,RUR
1345611,9.1300,RUR
1345612,9.1300,RUR
1345613,9.1300,RUR
1345614,9.1300,RUR
1345615,9.1300,RUR
1345616,9.1300,RUR
1345617,9.1300,RUR
1345618,9.1300,RUR
1345619,9.1300,RUR
1345620,9.1300,RUR
1345621,9.1300,RUR
1345622,9.1300,RUR
1345623,9.1300,RUR
1345624,9.1300,RUR
1345625,9.1300,RUR
1345626,9.1300,RUR
1345627,9.1300,RUR
1345628,9.1300,RUR
1345629,9.1300,RUR
1345630,9.1300,RUR
1345640,9.1300,RUR
1345641,9.1300,RUR
1345642,9.1300,RUR
1345643,9.1300,RUR
1345644,9.1300,RUR
1345645,9.1300,RUR
1345646,9.1300,RUR
1345647,9.1300,RUR
1345648,9.1300,RUR
1345649,9.1300,RUR
134566,9.1300,RUR
1345910,9.1300,RUR
1345911,9.1300,RUR
1345912,9.1300,RUR
1345913,9.1300,RUR
1345914,9.1300,RUR
1345915,9.1300,RUR
1345916,9.1300,RUR
1345917,9.1300,RUR
1345918,9.1300,RUR
1345919,9.1300,RUR
1345920,9.1300,RUR
1345921,9.1300,RUR
1345922,9.1300,RUR
1345923,9.1300,RUR
1345924,9.1300,RUR
1345925,9.1300,RUR
1345926,9.1300,RUR
1345927,9.1300,RUR
1345928,9.1300,RUR
1345929,9.1300,RUR
1345930,9.1300,RUR
1345931,9.1300,RUR
1345932,9.1300,RUR
1345933,9.1300,RUR
1345934,9.1300,RUR
1345935,9.1300,RUR
1345936,9.1300,RUR
1345937,9.1300,RUR
1345938,9.1300,RUR
1345939,9.1300,RUR
1345990,9.1300,RUR
1403,4.5000,RUR
1416,4.5000,RUR
1418,4.5000,RUR
1437,4.5000,RUR
1438,4.5000,RUR
1441,9.1300,RUR
1450,4.5000,RUR
1460,4.5000,RUR
1473,9.1300,RUR
1473403,9.1300,RUR
14734030,9.1300,RUR
14734031,9.1300,RUR
14734032,9.1300,RUR
14734033,9.1300,RUR
14734034,9.1300,RUR
14734035,9.1300,RUR
14734036,9.1300,RUR
14734037,9.1300,RUR
14734038,9.1300,RUR
14734039,9.1300,RUR
1473404,9.1300,RUR
1473405,9.1300,RUR
1473406,9.1300,RUR
1473407,9.1300,RUR
14734070,9.1300,RUR
14734071,9.1300,RUR
14734072,9.1300,RUR
14734073,9.1300,RUR
14734074,9.1300,RUR
14734075,9.1300,RUR
14734076,9.1300,RUR
14734077,9.1300,RUR
14734078,9.1300,RUR
14734079,9.1300,RUR
14734080,9.1300,RUR
14734081,9.1300,RUR
14734082,9.1300,RUR
14734083,9.1300,RUR
14734084,9.1300,RUR
14734085,9.1300,RUR
14734086,9.1300,RUR
14734087,9.1300,RUR
14734088,9.1300,RUR
14734089,9.1300,RUR
1473409,9.1300,RUR
1473410,9.1300,RUR
1473414,9.1300,RUR
1473415,9.1300,RUR
1473416,9.1300,RUR
1473417,9.1300,RUR
1473418,9.1300,RUR
1473419,9.1300,RUR
1473420,9.1300,RUR
1473421,9.1300,RUR
1473422,9.1300,RUR
1473441,9.1300,RUR
14734410,9.1300,RUR
14734411,9.1300,RUR
14734412,9.1300,RUR
14734413,9.1300,RUR
14734414,9.1300,RUR
14734415,9.1300,RUR
14734416,9.1300,RUR
14734417,9.1300,RUR
14734418,9.1300,RUR
14734419,9.1300,RUR
1473446,9.1300,RUR
1473449,9.1300,RUR
1473455,9.1300,RUR
1473456,9.1300,RUR
1473457,9.1300,RUR
1473458,9.1300,RUR
1473459,9.1300,RUR
1473533,9.1300,RUR
1473534,9.1300,RUR
1473535,9.1300,RUR
1473536,9.1300,RUR
1473537,9.1300,RUR
1473538,9.1300,RUR
1474,4.5000,RUR
1506,4.5000,RUR
1514,4.5000,RUR
1519,4.5000,RUR
1579,4.5000,RUR
1600,4.5000,RUR
1604,4.5000,RUR
1613,4.5000,RUR
1647,4.5000,RUR
1649,9.1300,RUR
1649231,9.1300,RUR
1649232,9.1300,RUR
1649241,9.1300,RUR
1649242,9.1300,RUR
1649243,9.1300,RUR
1649244,9.1300,RUR
1649245,9.1300,RUR
1649246,9.1300,RUR
1649247,9.1300,RUR
16493,9.1300,RUR
1649331,9.1300,RUR
1649332,9.1300,RUR
1649333,9.1300,RUR
1649341,9.1300,RUR
1649342,9.1300,RUR
1649343,9.1300,RUR
1649344,9.1300,RUR
1649345,9.1300,RUR
1649431,9.1300,RUR
1649432,9.1300,RUR
1649441,9.1300,RUR
1649442,9.1300,RUR
1664,9.1300,RUR
1664349,9.1300,RUR
1664413,9.1300,RUR
1664492,9.1300,RUR
1664493,9.1300,RUR
1664495,9.1300,RUR
1664496,9.1300,RUR
1670,9.1300,RUR
1671,9.1300,RUR
1684,9.1300,RUR
1705,4.5000,RUR
1709,4.5000,RUR
1758,9.1300,RUR
175820,9.1300,RUR
175821,9.1300,RUR
175822,9.1300,RUR
175823,9.1300,RUR
175824,9.1300,RUR
175825,9.1300,RUR
175826,9.1300,RUR
175827,9.1300,RUR
1758280,9.1300,RUR
1758281,9.1300,RUR
1758282,9.1300,RUR
1758283,9.1300,RUR
1758284,9.1300,RUR
1758285,9.1300,RUR
1758286,9.1300,RUR
1758287,9.1300,RUR
1758288,9.1300,RUR
1758289,9.1300,RUR
175829,9.1300,RUR
175830,9.1300,RUR
175831,9.1300,RUR
175832,9.1300,RUR
175833,9.1300,RUR
175834,9.1300,RUR
175835,9.1300,RUR
175836,9.1300,RUR
175837,9.1300,RUR
1758380,9.1300,RUR
1758381,9.1300,RUR
1758382,9.1300,RUR
1758383,9.1300,RUR
1758384,9.1300,RUR
1758385,9.1300,RUR
1758386,9.1300,RUR
1758387,9.1300,RUR
1758388,9.1300,RUR
1758389,9.1300,RUR
175839,9.1300,RUR
175840,9.1300,RUR
175841,9.1300,RUR
175842,9.1300,RUR
175843,9.1300,RUR
175844,9.1300,RUR
175845,9.1300,RUR
1758460,9.1300,RUR
1758461,9.1300,RUR
1758462,9.1300,RUR
1758463,9.1300,RUR
1758464,9.1300,RUR
1758465,9.1300,RUR
1758466,9.1300,RUR
1758467,9.1300,RUR
1758468,9.1300,RUR
1758469,9.1300,RUR
175847,9.1300,RUR
175848,9.1300,RUR
1758480,9.1300,RUR
1758481,9.1300,RUR
1758482,9.1300,RUR
1758483,9.1300,RUR
1758484,9.1300,RUR
1758485,9.1300,RUR
1758486,9.1300,RUR
1758487,9.1300,RUR
1758488,9.1300,RUR
1758489,9.1300,RUR
175849,9.1300,RUR
1758490,9.1300,RUR
1758491,9.1300,RUR
1758492,9.1300,RUR
1758493,9.1300,RUR
1758494,9.1300,RUR
1758495,9.1300,RUR
1758496,9.1300,RUR
1758497,9.1300,RUR
1758498,9.1300,RUR
1758499,9.1300,RUR
175850,9.1300,RUR
1758510,9.1300,RUR
1758511,9.1300,RUR
1758512,9.1300,RUR
1758513,9.1300,RUR
1758514,9.1300,RUR
1758515,9.1300,RUR
1758516,9.1300,RUR
1758517,9.1300,RUR
1758518,9.1300,RUR
1758519,9.1300,RUR
1758520,9.1300,RUR
1758521,9.1300,RUR
1758522,9.1300,RUR
1758523,9.1300,RUR
1758524,9.1300,RUR
1758525,9.1300,RUR
1758526,9.1300,RUR
1758527,9.1300,RUR
1758528,9.1300,RUR
1758529,9.1300,RUR
175853,9.1300,RUR
175854,9.1300,RUR
175855,9.1300,RUR
175856,9.1300,RUR
175857,9.1300,RUR
1758580,9.1300,RUR
1758581,9.1300,RUR
1758582,9.1300,RUR
1758583,9.1300,RUR
1758584,9.1300,RUR
1758585,9.1300,RUR
1758586,9.1300,RUR
1758587,9.1300,RUR
1758588,9.1300,RUR
1758589,9.1300,RUR
175859,9.1300,RUR
1758638,9.1300,RUR
175870,9.1300,RUR
1758710,9.1300,RUR
1758711,9.1300,RUR
1758712,9.1300,RUR
1758713,9.1300,RUR
1758714,9.1300,RUR
1758715,9.1300,RUR
1758716,9.1300,RUR
1758717,9.1300,RUR
1758718,9.1300,RUR
1758719,9.1300,RUR
1758720,9.1300,RUR
1758721,9.1300,RUR
1758722,9.1300,RUR
1758723,9.1300,RUR
1758724,9.1300,RUR
1758725,9.1300,RUR
1758726,9.1300,RUR
1758727,9.1300,RUR
1758728,9.1300,RUR
1758729,9.1300,RUR
175873,9.1300,RUR
175874,9.1300,RUR
175875,9.1300,RUR
175876,9.1300,RUR
175877,9.1300,RUR
1758780,9.1300,RUR
1758781,9.1300,RUR
1758782,9.1300,RUR
1758783,9.1300,RUR
1758784,9.1300,RUR
1758785,9.1300,RUR
1758786,9.1300,RUR
1758787,9.1300,RUR
1758788,9.1300,RUR
1758789,9.1300,RUR
175879,9.1300,RUR
17672,9.1300,RUR
1767225,9.1300,RUR
1767235,9.1300,RUR
1767245,9.1300,RUR
1767265,9.1300,RUR
1767275,9.1300,RUR
1767276,9.1300,RUR
1767277,9.1300,RUR
1767285,9.1300,RUR
1767295,9.1300,RUR
17673,9.1300,RUR
1767315,9.1300,RUR
1767316,9.1300,RUR
1767317,9.1300,RUR
17674,9.1300,RUR
176740,9.1300,RUR
176741,9.1300,RUR
1767420,9.1300,RUR
1767421,9.1300,RUR
1767422,9.1300,RUR
1767423,9.1300,RUR
1767424,9.1300,RUR
1767425,9.1300,RUR
1767426,9.1300,RUR
1767427,9.1300,RUR
1767428,9.1300,RUR
1767429,9.1300,RUR
176743,9.1300,RUR
176744,9.1300,RUR
176745,9.1300,RUR
176746,9.1300,RUR
176747,9.1300,RUR
176748,9.1300,RUR
176749,9.1300,RUR
17676,9.1300,RUR
1767610,9.1300,RUR
1767611,9.1300,RUR
1767612,9.1300,RUR
1767613,9.1300,RUR
1767614,9.1300,RUR
1767615,9.1300,RUR
1767616,9.1300,RUR
1767617,9.1300,RUR
1767618,9.1300,RUR
1767619,9.1300,RUR
1778,4.5000,RUR
1780,4.5000,RUR
1784430,9.1300,RUR
1784431,9.1300,RUR
1784432,9.1300,RUR
1784433,9.1300,RUR
1784434,9.1300,RUR
1784435,9.1300,RUR
1784454,9.1300,RUR
1784455,9.1300,RUR
1784490,9.1300,RUR
1784491,9.1300,RUR
1784492,9.1300,RUR
1784493,9.1300,RUR
1784494,9.1300,RUR
1784495,9.1300,RUR
1784496,9.1300,RUR
1784497,9.1300,RUR
1784498,9.1300,RUR
1784526,9.1300,RUR
1784527,9.1300,RUR
1784528,9.1300,RUR
1784529,9.1300,RUR
1784530,9.1300,RUR
1784531,9.1300,RUR
1784532,9.1300,RUR
1784533,9.1300,RUR
1784593,9.1300,RUR
1787,4.5000,RUR
1807,4.5000,RUR
1808,4.5000,RUR
1809,9.1300,RUR
1809201,9.1300,RUR
1809202,9.1300,RUR
1809203,9.1300,RUR
1809204,9.1300,RUR
1809205,9.1300,RUR
1809206,9.1300,RUR
1809207,9.1300,RUR
1809208,9.1300,RUR
1809209,9.1300,RUR
1809210,9.1300,RUR
1809212,9.1300,RUR
1809213,9.1300,RUR
1809214,9.1300,RUR
1809215,9.1300,RUR
1809216,9.1300,RUR
1809217,9.1300,RUR
1809218,9.1300,RUR
1809219,9.1300,RUR
1809220,9.1300,RUR
1809221,9.1300,RUR
1809222,9.1300,RUR
18092220,9.1300,RUR
18092221,9.1300,RUR
18092222,9.1300,RUR
18092223,9.1300,RUR
18092224,9.1300,RUR
18092225,9.1300,RUR
18092226,9.1300,RUR
18092227,9.1300,RUR
18092228,9.1300,RUR
18092229,9.1300,RUR
1809223,9.1300,RUR
1809224,9.1300,RUR
1809225,9.1300,RUR
1809226,9.1300,RUR
1809227,9.1300,RUR
1809228,9.1300,RUR
1809229,9.1300,RUR
1809230,9.1300,RUR
1809232,9.1300,RUR
1809235,9.1300,RUR
1809248,9.1300,RUR
18092480,9.1300,RUR
18092481,9.1300,RUR
18092482,9.1300,RUR
18092483,9.1300,RUR
18092484,9.1300,RUR
18092485,9.1300,RUR
18092486,9.1300,RUR
18092487,9.1300,RUR
18092488,9.1300,RUR
18092489,9.1300,RUR
1809249,9.1300,RUR
1809250,9.1300,RUR
1809251,9.1300,RUR
1809252,9.1300,RUR
1809253,9.1300,RUR
1809254,9.1300,RUR
1809255,9.1300,RUR
1809256,9.1300,RUR
1809257,9.1300,RUR
1809258,9.1300,RUR
1809259,9.1300,RUR
1809260,9.1300,RUR
1809264,9.1300,RUR
1809265,9.1300,RUR
18092650,9.1300,RUR
18092651,9.1300,RUR
18092652,9.1300,RUR
18092653,9.1300,RUR
18092654,9.1300,RUR
18092655,9.1300,RUR
18092656,9.1300,RUR
18092657,9.1300,RUR
18092658,9.1300,RUR
18092659,9.1300,RUR
1809266,9.1300,RUR
1809267,9.1300,RUR
1809268,9.1300,RUR
1809269,9.1300,RUR
1809270,9.1300,RUR
1809271,9.1300,RUR
1809272,9.1300,RUR
1809280,9.1300,RUR
1809281,9.1300,RUR
1809282,9.1300,RUR
1809283,9.1300,RUR
1809284,9.1300,RUR
1809292,9.1300,RUR
1809293,9.1300,RUR
1809297,9.1300,RUR
1809298,9.1300,RUR
1809299,9.1300,RUR
1809300,9.1300,RUR
1809301,9.1300,RUR
1809302,9.1300,RUR
1809303,9.1300,RUR
1809304,9.1300,RUR
1809305,9.1300,RUR
1809306,9.1300,RUR
1809307,9.1300,RUR
1809308,9.1300,RUR
1809309,9.1300,RUR
1809310,9.1300,RUR
1809312,9.1300,RUR
1809313,9.1300,RUR
1809314,9.1300,RUR
1809315,9.1300,RUR
1809316,9.1300,RUR
1809317,9.1300,RUR
1809318,9.1300,RUR
1809319,9.1300,RUR
1809321,9.1300,RUR
1809322,9.1300,RUR
1809323,9.1300,RUR
1809324,9.1300,RUR
1809325,9.1300,RUR
1809326,9.1300,RUR
1809327,9.1300,RUR
1809330,9.1300,RUR
1809340,9.1300,RUR
1809341,9.1300,RUR
1809342,9.1300,RUR
1809343,9.1300,RUR
1809344,9.1300,RUR
1809345,9.1300,RUR
1809346,9.1300,RUR
1809347,9.1300,RUR
1809348,9.1300,RUR
180935,9.1300,RUR
1809360,9.1300,RUR
1809361,9.1300,RUR
1809366,9.1300,RUR
1809370,9.1300,RUR
1809371,9.1300,RUR
1809374,9.1300,RUR
1809376,9.1300,RUR
1809377,9.1300,RUR
1809383,9.1300,RUR
1809386,9.1300,RUR
1809387,9.1300,RUR
1809388,9.1300,RUR
1809389,9.1300,RUR
180939,9.1300,RUR
1809400,9.1300,RUR
1809401,9.1300,RUR
1809402,9.1300,RUR
1809403,9.1300,RUR
1809404,9.1300,RUR
1809405,9.1300,RUR
1809406,9.1300,RUR
1809407,9.1300,RUR
1809408,9.1300,RUR
1809409,9.1300,RUR
1809410,9.1300,RUR
1809413,9.1300,RUR
1809415,9.1300,RUR
1809416,9.1300,RUR
1809417,9.1300,RUR
1809418,9.1300,RUR
1809419,9.1300,RUR
1809420,9.1300,RUR
1809421,9.1300,RUR
1809422,9.1300,RUR
1809423,9.1300,RUR
1809424,9.1300,RUR
1809425,9.1300,RUR
1809426,9.1300,RUR
1809427,9.1300,RUR
1809428,9.1300,RUR
1809429,9.1300,RUR
1809430,9.1300,RUR
1809431,9.1300,RUR
1809432,9.1300,RUR
1809433,9.1300,RUR
1809434,9.1300,RUR
1809435,9.1300,RUR
1809436,9.1300,RUR
1809437,9.1300,RUR
1809438,9.1300,RUR
1809439,9.1300,RUR
180944,9.1300,RUR
1809450,9.1300,RUR
1809451,9.1300,RUR
1809452,9.1300,RUR
1809453,9.1300,RUR
1809454,9.1300,RUR
1809455,9.1300,RUR
1809456,9.1300,RUR
1809457,9.1300,RUR
1809458,9.1300,RUR
1809459,9.1300,RUR
1809460,9.1300,RUR
1809461,9.1300,RUR
1809462,9.1300,RUR
1809463,9.1300,RUR
1809464,9.1300,RUR
1809465,9.1300,RUR
1809467,9.1300,RUR
1809470,9.1300,RUR
18094700,9.1300,RUR
18094701,9.1300,RUR
18094702,9.1300,RUR
18094703,9.1300,RUR
18094704,9.1300,RUR
18094705,9.1300,RUR
18094706,9.1300,RUR
18094707,9.1300,RUR
18094708,9.1300,RUR
18094709,9.1300,RUR
1809474,9.1300,RUR
1809475,9.1300,RUR
1809477,9.1300,RUR
1809478,9.1300,RUR
1809479,9.1300,RUR
1809480,9.1300,RUR
1809481,9.1300,RUR
1809484,9.1300,RUR
1809485,9.1300,RUR
1809486,9.1300,RUR
1809488,9.1300,RUR
180949,9.1300,RUR
1809501,9.1300,RUR
1809502,9.1300,RUR
1809504,9.1300,RUR
1809505,9.1300,RUR
1809506,9.1300,RUR
1809507,9.1300,RUR
1809508,9.1300,RUR
1809509,9.1300,RUR
1809510,9.1300,RUR
1809512,9.1300,RUR
1809513,9.1300,RUR
1809514,9.1300,RUR
1809515,9.1300,RUR
18095150,9.1300,RUR
18095151,9.1300,RUR
18095152,9.1300,RUR
18095153,9.1300,RUR
18095154,9.1300,RUR
18095155,9.1300,RUR
180951560,9.1300,RUR
180951561,9.1300,RUR
180951562,9.1300,RUR
180951563,9.1300,RUR
180951564,9.1300,RUR
180951565,9.1300,RUR
180951566,9.1300,RUR
180951567,9.1300,RUR
180951568,9.1300,RUR
180951569,9.1300,RUR
18095157,9.1300,RUR
18095158,9.1300,RUR
180951580,9.1300,RUR
180951581,9.1300,RUR
180951582,9.1300,RUR
180951583,9.1300,RUR
180951584,9.1300,RUR
180951585,9.1300,RUR
180951586,9.1300,RUR
180951587,9.1300,RUR
180951588,9.1300,RUR
180951589,9.1300,RUR
18095159,9.1300,RUR
180951590,9.1300,RUR
180951591,9.1300,RUR
180951592,9.1300,RUR
180951593,9.1300,RUR
180951594,9.1300,RUR
180951595,9.1300,RUR
180951596,9.1300,RUR
180951597,9.1300,RUR
180951598,9.1300,RUR
180951599,9.1300,RUR
1809516,9.1300,RUR
1809517,9.1300,RUR
1809519,9.1300,RUR
1809520,9.1300,RUR
1809540,9.1300,RUR
1809542,9.1300,RUR
18095420,9.1300,RUR
18095421,9.1300,RUR
18095422,9.1300,RUR
18095423,9.1300,RUR
18095424,9.1300,RUR
18095425,9.1300,RUR
18095426,9.1300,RUR
18095427,9.1300,RUR
18095428,9.1300,RUR
180954290,9.1300,RUR
180954291,9.1300,RUR
180954292,9.1300,RUR
180954293,9.1300,RUR
180954294,9.1300,RUR
180954295,9.1300,RUR
180954296,9.1300,RUR
180954297,9.1300,RUR
180954298,9.1300,RUR
180954299,9.1300,RUR
1809543,9.1300,RUR
18095430,9.1300,RUR
18095431,9.1300,RUR
18095432,9.1300,RUR
18095433,9.1300,RUR
18095434,9.1300,RUR
18095435,9.1300,RUR
18095436,9.1300,RUR
18095437,9.1300,RUR
18095438,9.1300,RUR
18095439,9.1300,RUR
1809545,9.1300,RUR
18095450,9.1300,RUR
18095451,9.1300,RUR
18095452,9.1300,RUR
18095453,9.1300,RUR
18095454,9.1300,RUR
18095455,9.1300,RUR
18095456,9.1300,RUR
18095457,9.1300,RUR
18095458,9.1300,RUR
18095459,9.1300,RUR
1809546,9.1300,RUR
1809601,9.1300,RUR
1809602,9.1300,RUR
1809603,9.1300,RUR
1809604,9.1300,RUR
1809605,9.1300,RUR
1809606,9.1300,RUR
1809607,9.1300,RUR
1809608,9.1300,RUR
1809609,9.1300,RUR
1809610,9.1300,RUR
1809613,9.1300,RUR
1809614,9.1300,RUR
1809615,9.1300,RUR
1809617,9.1300,RUR
1809618,9.1300,RUR
1809619,9.1300,RUR
1809624,9.1300,RUR
1809627,9.1300,RUR
1809628,9.1300,RUR
1809629,9.1300,RUR
1809630,9.1300,RUR
1809631,9.1300,RUR
1809632,9.1300,RUR
1809634,9.1300,RUR
1809635,9.1300,RUR
1809637,9.1300,RUR
1809638,9.1300,RUR
1809639,9.1300,RUR
